,Listed Count,Location,Name,Retweet at,Time,Time Zone,Tweet
1602,10,"""Rhode Island, USA","""Ms_Grimaldi""",null,01:34:55,"""Eastern Time (US & Canada)""","['Is', 'the', 'guy', 'on', 'TheLeftovers', 'the', 'older', 'brother', 'from', 'FamilyMatters']"
1603,6,nul,"""ChantalLisette""",null,01:34:55,"""Atlantic Time (Canada)""","['Or', 'she', 's', 'adopted', 'TheLeftovers', 'https', 't', 'co', 'McuNdEEAXC']"
1604,2,"""Brooklyn, New York ","""Sdrawkcabsocram""",null,01:34:59,"""Quito""","['Eddie', 'you', 'should', 've', 'left', 'TheLeftovers']"
1605,19,"""Miracle, Texas","""LeftoversDaily""",null,01:34:59,null,"['RT', 'vogueandcoffee', 'Totally', 'confused', 'and', 'I', 'can', 't', 'stop', 'watching', 'So', 'nothing', 's', 'changed', 'TheLeftoversHBO', 'TheLeftovers', 'BeginAgain']"
1606,779,nul,"""IRSBYGOD2""",null,01:35:01,null,"['RT', 'TheLeftoversHBO', 'WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
1607,53,"""Texas","""SwampOfBoredom""",null,01:35:02,"""Central Time (US & Canada)""","['Of', 'course', 'his', 'firemen', 'went', 'along', 'with', 'him', 'TheLeftovers']"
1608,3,nul,"""dawnofthedad1""",null,01:35:02,null,"['TheLeftovers', 'mighty', 'harsh', 'fireman']"
1609,1,"""Product of Miami, FL. Dade","""jdiorforshee""",null,01:35:03,"""Central Time (US & Canada)""","['TheLeftovers', 'is', 'back', 'Strange', 'beginning', 'But', 'I', 'will', 'allow', 'it']"
1610,153,"""Mexico","""StiviDeTivi""",null,01:35:03,"""Mountain Time (US & Canada)""","['Ya', 'no', 'puedo', 'esperar', 'me', 'urge', 'ver', 'HOY', 'el', 'estreno', 'de', 'la', '2\xc2\xaa', 'temp', 'de', 'TheLeftovers', '\xc2', 'Quiero', 'respuestas', 'HBOLAT', 'http', 't', 'co', 'EYcbgsaTCu']"
1611,130,"""Baltimore, MD","""BrandonAmbro""",null,01:35:05,"""Eastern Time (US & Canada)""","['Well', 'that', 'escalated', 'quickly', 'TheLeftovers']"
1612,2,"""Lima, Peru","""Sandrabiebs99""",null,01:35:06,"""Eastern Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1613,0,"""ÜT: 40.825403,-74.156919","""Vsange22""",null,01:35:06,"""Central Time (US & Canada)""","['Pretty', 'sure', 'that', 's', 'Carl', 'Winslow', 's', 'son', 'Family', 'Matters', 'TheLeftovers']"
1614,5,"""Albany, New York","""JProfessor""",null,01:35:08,"""Eastern Time (US & Canada)""","['Nudity', 'of', 'barely', 'legal', 'teenage', 'girls', 'Oh', 'HBO', 'Still', 'lots', 'of', 'black', 'and', 'brown', 'faces', 'which', 'is', 'an', 'improvement', 'from', 'last', 'season', 'TheLeftovers']"
1615,2,nul,"""Snowii_""",null,01:35:08,"""Eastern Time (US & Canada)""","['Yall', 'really', 'settin', 'Eddie', 's', 'house', 'on', 'fire', 'AND', 'throwin', 'him', 'out', 'Messed', 'up', 'TheLeftovers']"
1616,4,"""North Carolina","""Miss_AVN""",null,01:35:10,"""Quito""","['Umm', 'what', 'kind', 'of', 'firefighters', 'commit', 'arson', 'TheLeftovers']"
1617,3,"""Boston","""EttaMay09""",null,01:35:11,null,"['And', 'who', 'the', 'hell', 'died', 'and', 'made', 'this', 'john', 'dude', 'king', 'Kong', 'TheLeftovers']"
1618,47,"""Hillsborough, NC","""followjenjones""",null,01:35:11,"""Eastern Time (US & Canada)""","['that', 'kid', 'from', 'that', 'show', 'TheLeftovers']"
1619,12,"""ioooooowa","""leirariel450""",null,01:35:13,"""Central Time (US & Canada)""","['if', 'this', 'is', 'the', 'fire', 'department', 'then', 'i', 'hate', 'to', 'see', 'what', 'the', 'police', 'do', 'i', 'feel', 'like', 'TheLeftovers']"
1620,8,"""Washington,DC ✈ NYC ✈️ Chicago","""jennac2012""",null,01:35:14,null,"['We', 'have', 'a', 'villain', 'folks', 'TheLeftovers']"
1621,42,"""Cincinnati","""d4ni_s""",null,01:35:14,"""Quito""","['So', 'this', 'town', 'didn', 't', 'have', 'any', 'Departed', 'be', 'cause', 'they', 'brake', 'care', 'of', 'that', 'themselves', 'TheLeftovers']"
1622,1,nul,"""LuckeLana""",null,01:35:15,"""Eastern Time (US & Canada)""","['RT', 'KylieKerosene', 'retweet', 'if', 'you', 'checked', 'your', 'tv', 'to', 'make', 'sure', 'you', 'hadn', 't', 'changed', 'the', 'channel', 'because', 'we', 'did', 'amazing', 'opening', 'TheLe\xe2']"
1623,0,nul,"""mardelin_h""",null,01:35:17,null,"['RT', 'HBOLAT', 'Este', 'lugar', 'no', 'es', 'tan', 'seguro', 'como', 'pensaban', 'Estreno', 'de', 'la', 'segunda', 'temporada', 'de', 'TheLeftovers', 'esta', 'noche', 'por', 'HBOLAT', 'http', 't', 'c\xe2']"
1624,6,"""Houston","""HailToTheK""",null,01:35:20,"""Central Time (US & Canada)""","['Firemen', 'burn', 'houses', 'down', 'now', 'TheLeftovers']"
1625,3,nul,"""JustinCapera""",null,01:35:21,null,"['Ok', 'is', 'it', 'me', 'or', 'this', 'show', 'is', 'about', 'people', 'not', 'doing', 'their', 'jobs', 'right', 'TheLeftovers']"
1626,12,"""ioooooowa","""leirariel450""",null,01:35:22,"""Central Time (US & Canada)""","['RT', 'EttaMay09', 'Eddie', 'sir', 'getcho', 'behind', 'up', 'and', 'vacate', 'TheLeftovers']"
1627,8,nul,"""CelinaGrayMusic""",null,01:35:22,null,"['TheLeftovers', 'new', 'season', 'premier', 'is', 'beyond', 'creepy']"
1628,54,"""Somewhere shuffling the deck ","""Still_Birdy""",null,01:35:24,"""Eastern Time (US & Canada)""","['How', 'the', 'fuck', 'the', 'fire', 'fighters', 'burn', 'Issac', 'house', 'down', 'TheLeftovers', 'DemLeftovers']"
1629,12,"""ioooooowa","""leirariel450""",null,01:35:25,"""Central Time (US & Canada)""","['RT', 'EttaMay09', 'So', 'they', 'gonna', 'burn', 'down', 'Eddie', 'Winslows', 'finger', 'paint', 'shop', 'And', 'make', 'it', 'a', '5', 'alarm', 'fire', 'Got', 'it', 'TheLeftovers']"
1630,18,"""Central Perk","""justgowithit211""",null,01:35:27,"""Eastern Time (US & Canada)""","['RT', 'vogueandcoffee', 'Totally', 'confused', 'and', 'I', 'can', 't', 'stop', 'watching', 'So', 'nothing', 's', 'changed', 'TheLeftoversHBO', 'TheLeftovers', 'BeginAgain']"
1631,2,"""Pittsburgh","""RealSteeleCity""",null,01:35:31,"""Eastern Time (US & Canada)""","['I', 'can', 't', 'decide', 'whether', 'firefighters', 'starting', 'fires', 'is', 'ironic', 'or', 'a', 'very', 'literal', 'interpretation', 'of', 'their', 'job', 'title', 'TheLeftovers']"
1632,6,"""Pittsburgh, PA","""jcolem47""",null,01:35:38,null,"['Why', 'they', 'doing', 'Eddie', 'like', 'that', 'TheLeftovers']"
1633,17,"""Running through the Omega 4 Relay with my woes","""DMGilchrist""",null,01:35:38,"""Central Time (US & Canada)""","['These', 'corrupt', 'ass', 'fire', 'fighter', 'Why', 'they', 'had', 'to', 'hand', 'my', 'nigga', 'the', 'L', 'TheLeftovers']"
1634,2,"""New York NY","""softinside10""",null,01:35:39,"""Eastern Time (US & Canada)""","['Yo', 'this', 'man', 'is', 'crazy', 'TheLeftovers', 'nI', 'm', 'glad', 'I', 'made', 'the', 'right', 'choice', 'in', 'watching']"
1635,13,"""Los Angeles ","""Jazz_minBrown""",null,01:35:40,"""Pacific Time (US & Canada)""","['RT', 'RealSteeleCity', 'Just', 'when', 'I', 'started', 'to', 'think', 'things', 'were', 'making', 'sense', 'Naked', 'running', 'TheLeftovers']"
1636,6,"""ÜT: 54.970272,-1.618063","""bernardo_pena_""",null,01:35:41,"""Mexico City""","['RT', 'StiviDeTivi', 'Ya', 'no', 'puedo', 'esperar', 'me', 'urge', 'ver', 'HOY', 'el', 'estreno', 'de', 'la', '2\xc2\xaa', 'temp', 'de', 'TheLeftovers', '\xc2', 'Quiero', 'respuestas', 'HBOLAT', 'http', 't', 'co', 'EYc\xe2']"
1637,11,"""Deep within the rabbit hole..","""Lucid_Dragon""",null,01:35:41,"""Central Time (US & Canada)""","['This', 'town', 'is', 'the', 'descendants', 'crazy', 'Wade', 'TheLeftOvers', 'Miracle', 'MY', 'ASS']"
1638,4,"""College grad, give me a job.","""tigercraze22""",null,01:35:43,"""America/New_York""","['I', 'know', 'these', 'firefighters', 'did', 'not', 'just', 'set', 'the', 'house', 'ablaze', 'just', 'to', 'put', 'the', 'fire', 'out', 'Also', 'to', 'throw', 'him', 'out', 'the', 'window', 'TheLeftovers']"
1639,9,"""sittin' pretty in 910 city","""lexieblaire2""",null,01:35:44,"""Atlantic Time (Canada)""","['I', 'have', 'no', 'idea', 'what', 'is', 'going', 'on', 'TheLeftovers']"
1640,23,"""California","""riikabob""",null,01:35:47,"""Pacific Time (US & Canada)""","['hearing', 'aid', 'TheLeftovers']"
1641,842,"""Latinoamérica","""HBOLAT""",null,01:35:47,"""Eastern Time (US & Canada)""","['RT', 'StiviDeTivi', 'Ya', 'no', 'puedo', 'esperar', 'me', 'urge', 'ver', 'HOY', 'el', 'estreno', 'de', 'la', '2\xc2\xaa', 'temp', 'de', 'TheLeftovers', '\xc2', 'Quiero', 'respuestas', 'HBOLAT', 'http', 't', 'co', 'EYc\xe2']"
1642,3,nul,"""wjw26""",null,01:35:48,"""Indiana (East)""","['Ooooh', 'he', 's', 'a', 'very', 'very', 'bad', 'man', 'I', 'did', 'not', 'see', 'that', 'coming', 'TheLeftovers']"
1643,842,"""Latinoamérica","""HBOLAT""",null,01:35:50,"""Eastern Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1644,130,"""Baltimore, MD","""BrandonAmbro""",null,01:35:51,"""Eastern Time (US & Canada)""","['What', 'is', 'it', 'with', 'good', 'guys', 'torching', 'prophets', 'houses', 'TheLeftovers', 'TheLeftoversHBO']"
1645,1,"""Colombia","""alejasantos_21""",null,01:35:54,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1646,12,"""ioooooowa","""leirariel450""",null,01:35:59,"""Central Time (US & Canada)""","['RT', 'JProfessor', 'Nudity', 'of', 'barely', 'legal', 'teenage', 'girls', 'Oh', 'HBO', 'Still', 'lots', 'of', 'black', 'and', 'brown', 'faces', 'which', 'is', 'an', 'improvement', 'from', 'last', 'seaso\xe2']"
1647,1,nul,"""Anaelpanda""",null,01:36:02,"""Central Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1648,14,nul,"""MalibuKrissy""",null,01:36:02,null,"['RT', 'accesshollywood', 'TheLeftovers', 'is', 'back', 'Justin', 'Theroux', 'tells', 'us', 'what', 's', 'next', 'for', 'Kevin', 'Garvey', 'in', 'Season', '2', 'http', 't', 'co', 'i4Vyn6UDd9', 'http', '\xe2']"
1649,3,nul,"""wjw26""",null,01:36:04,"""Indiana (East)""","['RT', 'nerdygirly', 'I', 'd', 'like', 'a', 'miracle', 'in', 'the', 'form', 'of', 'Justin', 'jogging', 'in', 'his', 'track', 'pants', 'right', 'about', 'now', 'TheLeftovers']"
1650,7,"""WDC ","""newsworthyindc""",null,01:36:04,"""Quito""","['This', 'show', 'better', 'not', 'go', 'all', 'TrueDetectiveSeason2', 'on', 'us', 'TheLeftovers']"
1651,23,"""California","""riikabob""",null,01:36:05,"""Pacific Time (US & Canada)""","['I', 'feel', 'like', 'I', 'have', 'to', 'watch', 'every', 'single', 'detail', 'TheLeftovers']"
1652,7,"""Abanilla, Murcia","""TamaraMtnzM""",null,01:36:07,"""London""","['30', 'minutos', 'de', 'cap', 'y', 'a\xc3\xban', 'no', 'hay', 'rastro', 'de', 'Justin', 'Theroux', 'y', 'su', 'chandal', '\xf0', '\xf0', 'TheLeftovers']"
1653,93,"""los angeles CA","""kiwigirl3""",null,01:36:10,null,"['RT', 'LeftoversDaily', 'Woah', 'I', 'm', 'getting', 'a', 'Fahrenheit', '451', 'vibe', 'Instead', 'of', 'putting', 'out', 'fires', 'they', 'start', 'them', 'in', 'Miracle', 'TheLeftovers']"
1654,2,"""NY","""hstark""",null,01:36:12,"""Quito""","['On', 'the', 'positive', 'side', 'at', 'least', 'now', 'there', 'will', 'be', 'some', 'finger', 'paints', 'left', 'in', 'town', 'for', 'the', 'kids', 'TheLeftovers']"
1655,5,"""Chicago, IL","""abselise11""",null,01:36:13,"""Central Time (US & Canada)""","['FearTheWalkingDead', 'season', 'finale', 'and', 'TheLeftovers', 'season', 'premiere', 'oursundaynights']"
1656,6,nul,"""superficialBoy""",null,01:36:13,"""Berlin""","['WTF', 'is', 'going', 'on', 'TheLeftovers']"
1657,3,"""the end of the rainbow... duh ","""adzmedeiros""",null,01:36:13,null,"['So', 'older', 'ladies', 'don', 't', 'have', 'to', 'run', 'naked', 'just', 'the', 'young', 'ones', 'TheLeftovers']"
1658,53,"""Texas","""SwampOfBoredom""",null,01:36:13,"""Central Time (US & Canada)""","['And', 'the', 'wife', 'goes', 'along', 'with', 'it', 'Nice', 'TheLeftovers']"
1659,74,"""West Palm Beach, Florida","""kenseysmom""",null,01:36:15,"""Eastern Time (US & Canada)""","['I', 'know', 'we', 'get', 'to', 'see', 'Christopher', 'Eccleston', 'in', 'this', 'episode', 'RIGHT', '\xf0', 'n', 'n', 'taps', 'fingers', 'BringIt', 'TheLeftovers']"
1660,2,"""Miami, FL","""OfficialDoubleP""",null,01:36:21,"""Eastern Time (US & Canada)""","['Ngl', 'the', 'new', 'intro', 'for', 'TheLeftoversHBO', 'is', 'pretty', 'trippy', 'but', 'I', 'like', 'it', 'TheLeftovers', 'HBO']"
1661,6,nul,"""francois_sloan""",null,01:36:21,"""Eastern Time (US & Canada)""","['RT', 'annadelhey', 'I', 'think', 'TheLeftoversHBO', 'is', 'one', 'of', 'the', 'best', 'shows', 'on', 'TV', 'in', 'years', 'TheLeftovers']"
1662,5,"""Brampton, ON","""IshLoVeSTV""",null,01:36:23,"""Eastern Time (US & Canada)""","['This', 'man', 'is', 'OBSESSED', 'with', 'this', 'cricket', 'lol', 'TheLeftovers']"
1663,2,"""Veracruz⛅","""LeyvaPaolagr579""",null,01:36:28,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1664,6,"""North Carolina","""bksquared""",null,01:36:28,"""Eastern Time (US & Canada)""","['omg', 'are', 'they', 'firefighters', 'to', 'start', 'fires', 'as', 'some', 'holier', 'than', 'thou', 'justice', 'system', 'TheLeftovers']"
1665,3,nul,"""sheergraft""",null,01:36:34,"""Central Time (US & Canada)""","['It', 'is', 'Texas', 'after', 'all', 'TheLeftovers']"
1666,0,nul,"""robertisthelaw""",null,01:36:34,null,"['RT', 'ThriftyYinzr', 'Eddie', 'Winslow', 'giving', 'palm', 'readings', 'now', 'I', 'wonder', 'if', 'Carl', 'approves', 'TheLeftovers']"
1667,5,"""Pittsburgh, Pa","""ThriftyYinzr""","""Jazz_minBrown""",01:36:37,null,"['Jazz_minBrown', 'you', 'might', 'be', 'my', 'new', 'fav', 'HBO', 'starrrrr', 'What', 'pipes', '\xf0', 'TheLeftovers']"
1668,553,""" Nashville | Detroit ","""vogueandcoffee""",null,01:36:38,"""Central Time (US & Canada)""","['WHERE', 'IS', 'THEROUX', 'TheLeftovers', 'BeginAgain']"
1669,3,"""Boston","""EttaMay09""",null,01:36:41,null,"['RT', 'jennac2012', 'We', 'have', 'a', 'villain', 'folks', 'TheLeftovers']"
1670,1,"""Chile","""clesguar""",null,01:36:42,"""Santiago""","['Se', 'viene', 'TheLeftovers', 'S02E01']"
1671,130,"""Baltimore, MD","""BrandonAmbro""",null,01:36:45,"""Eastern Time (US & Canada)""","['You', 'betta', 'werque', 'ReginaKing', 'TheLeftovers', 'TheLeftoversHBO']"
1672,49,"""Connecticut","""indoob""",null,01:36:46,null,"['Ya', 'know', 'what', 'at', 'this', 'point', 'I', 'don', 't', 'care', 'what', 'show', 'this', 'is', 'or', 'what', 'I', 'thought', 'it', 'd', 'be', 'I', 'am', 'kinda', 'hooked', 'right', 'now', 'TheLeftovers']"
1673,5,"""Brampton, ON","""IshLoVeSTV""",null,01:36:47,"""Eastern Time (US & Canada)""","['John', 'is', 'really', 'goofy', 'looking', 'TheLeftovers']"
1674,15,"""It's A Wild World,California ","""LisaRSP""",null,01:36:48,"""Pacific Time (US & Canada)""","['Damn', 'he', 'set', 'his', 'house', 'on', 'fire', 'all', 'because', 'of', 'a', 'finger', 'painting', 'saywhat', 'TheLeftovers', 'WelcomeToMiracle', 'TheLeftoversSeason2']"
1675,3,nul,"""wjw26""",null,01:36:49,"""Indiana (East)""","['RT', 'leirariel450', 'if', 'this', 'is', 'the', 'fire', 'department', 'then', 'i', 'hate', 'to', 'see', 'what', 'the', 'police', 'do', 'i', 'feel', 'like', 'TheLeftovers']"
1676,13,"""Los Angeles ","""Jazz_minBrown""",null,01:36:52,"""Pacific Time (US & Canada)""","['RT', 'JProfessor', 'Nudity', 'of', 'barely', 'legal', 'teenage', 'girls', 'Oh', 'HBO', 'Still', 'lots', 'of', 'black', 'and', 'brown', 'faces', 'which', 'is', 'an', 'improvement', 'from', 'last', 'seaso\xe2']"
1677,1,"""North Carolina, USA","""ayemolly""",null,01:36:55,"""Eastern Time (US & Canada)""","['didn', 't', 'think', 'it', 'was', 'possible', 'to', 'have', 'less', 'of', 'clue', 'as', 'to', 'what', 's', 'going', 'on', 'TheLeftovers', 'Season2Premiere']"
1678,6,"""Brooklyn, NY","""kenyafairley""",null,01:36:56,"""Eastern Time (US & Canada)""","['RT', 'ChadDarnell', 'If', 'The', 'Baby', 'Jesus', 'doesn', 't', 'take', 'ANYONE', 'from', 'your', 'town', 'maybe', 'it', 's', 'not', 'a', 'great', 'place', 'to', 'move', 'to', 'TheLeftovers']"
1679,21,"""Houston, TX ","""kmcorder""",null,01:36:57,"""Central Time (US & Canada)""","['Miracle', 'TheLeftovers']"
1680,306,""" NYC","""msmarypryor""",null,01:36:58,"""Quito""","['Ok', 'I', 'm', 'in', 'for', 'TheLeftovers', 'they', 'might', 'have', 'made', 'the', 'best', 'casting', 'choice', 'for', 'this', 'thus', 'far', 'with', 'ReginaKing']"
1681,12,"""ioooooowa","""leirariel450""",null,01:36:58,"""Central Time (US & Canada)""","['RT', 'BrandonAmbro', 'Never', 'mind', 'it', 's', 'pointless', 'The', 'first', 'rule', 'of', 'watching', 'a', 'show', 'like', 'TheLeftovers', 'is', 'to', 'listen', 'for', 'the', 'author', 's', 'voice']"
1682,42,"""Cincinnati","""d4ni_s""",null,01:37:01,"""Quito""","['Wow', 'AUT', 'correct', 'you', 'suck', 'They', 'take', 'care', 'of', 'it', 'themselves', 'TheLeftovers']"
1683,104,"""The Suncoast","""JamieWalton""",null,01:37:02,"""Eastern Time (US & Canada)""","['TheLeftovers', 'are', 'we', 'borrowing', 'a', 'page', 'from', 'Fahrenheit', '451', 'Just', 'slightly']"
1684,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:37:04,"""Pacific Time (US & Canada)""","['So', 'many', 'layers', 'to', 'this', 'show', 'I', 'm', 'bound', 'to', 'forget', 'an', 'important', 'detail', 'TheLeftovers']"
1685,12,"""ioooooowa","""leirariel450""",null,01:37:04,"""Central Time (US & Canada)""","['RT', 'WatchThisTonite', 'Love', 'the', 'people', 'who', 'watch', 'TheLeftoversHBO', 'expecting', 'to', 'understand', 'it', 'in', 'the', 'first', '20', 'minutes', 'TheLeftovers', 'http', 't', '\xe2']"
1686,106,"""Toronto","""nerdygirly""",null,01:37:04,"""Quito""","['Some', 'symbolic', 'shit', 'with', 'birds', 'TheLeftovers']"
1687,9,"""Meriden, CT","""BadChoiceMilk""",null,01:37:04,"""Eastern Time (US & Canada)""","['At', 'least', 'the', 'opening', 'to', 'TheLeftovers', 'season', 'premiere', 'wasn', 't', 'depressing', 'or', 'anything']"
1688,5,"""Hoboken NJ","""epring""",null,01:37:07,"""Eastern Time (US & Canada)""","['So', 'far', 'I', 'have', 'absolutely', 'no', 'idea', 'whats', 'going', 'on', 'in', 'TheLeftovers', 'which', 'obviously', 'means', 'season', '2', 'is', 'off', 'to', 'a', 'great', 'start']"
1689,8,"""Richfield ","""bobmahoney866""",null,01:37:07,"""Central Time (US & Canada)""","['Yup', 'i', 'am', 'still', 'very', 'confused', 'about', 'what', 's', 'going', 'on', 'in', 'TheLeftovers']"
1690,11,nul,"""AnitaM86""",null,01:37:10,"""Central Time (US & Canada)""","['Well', 'shit', 'Isaac', 'That', 'is', 'not', 'ideal', 'Lol', 'TheLeftovers']"
1691,1,"""Newark, NJ","""GeminiPrncs85""","""TheLeftoversHBO""",01:37:10,null,"['TheLeftoversHBO', '\xf0', 'Ummmmmmmm', 'WTF', 'is', 'going', 'on', 'in', 'Jarden', '\xf0', '\xf0', 'TheLeftovers']"
1692,12,"""ioooooowa","""leirariel450""",null,01:37:10,"""Central Time (US & Canada)""","['RT', 'ChadDarnell', 'If', 'The', 'Baby', 'Jesus', 'doesn', 't', 'take', 'ANYONE', 'from', 'your', 'town', 'maybe', 'it', 's', 'not', 'a', 'great', 'place', 'to', 'move', 'to', 'TheLeftovers']"
1693,13,"""Los Angeles ","""Jazz_minBrown""",null,01:37:11,"""Pacific Time (US & Canada)""","['Run', 'and', 'run', 'and', 'run', 'ReginaKing', 'TheLeftovers']"
1694,54,"""Somewhere shuffling the deck ","""Still_Birdy""",null,01:37:16,"""Eastern Time (US & Canada)""","['People', 'do', 'a', 'lot', 'of', 'running', 'jogging', 'on', 'TheLeftovers', 'DemLeftovers']"
1695,93,"""los angeles CA","""kiwigirl3""",null,01:37:19,null,"['RT', 'LeftoversDaily', 'And', 'now', 'everyone', 'is', 'running', 'naked', 'Am', 'I', 'surprised', 'No', 'Am', 'I', 'surprised', 'by', 'anything', 'on', 'this', 'show', 'Definitely', 'no', 'TheLeft\xe2']"
1696,25,"""Boston, Massachusetts","""acameronma""",null,01:37:20,"""Eastern Time (US & Canada)""","['Something', 'reminds', 'me', 'of', 'Farenheit451', 'WelcomeToMiracle', 'TheLeftovers', 'HBO']"
1697,12,"""ioooooowa","""leirariel450""",null,01:37:20,"""Central Time (US & Canada)""","['RT', 'newsworthyindc', 'This', 'show', 'better', 'not', 'go', 'all', 'TrueDetectiveSeason2', 'on', 'us', 'TheLeftovers']"
1698,87,"""Los Angeles, CA","""nikroybal""",null,01:37:21,"""Pacific Time (US & Canada)""","['RT', 'indoob', 'And', 'the', 'Queen', 'ReginaKing', 'graces', 'my', 'screen', 'once', 'again', 'TheLeftovers']"
1699,3,nul,"""JustinCapera""",null,01:37:23,null,"['Regina', 'is', 'the', 'new', 'Justin', 'not', 'complaining', 'she', 's', 'a', 'baddie', 'TheLeftovers']"
1700,5,"""Off The Wall","""mynamehavchrist""",null,01:37:24,"""Central Time (US & Canada)""","['Regina', 'wearing', 'her', 'Poetic', 'Justice', 'braids', 'TheLeftovers']"
