,Listed Count,Location,Name,Retweet at,Time,Time Zone,Tweet
1493,2,"""Pittsburgh","""RealSteeleCity""",null,01:31:53,"""Eastern Time (US & Canada)""","['Just', 'when', 'I', 'started', 'to', 'think', 'things', 'were', 'making', 'sense', 'Naked', 'running', 'TheLeftovers']"
1494,4,nul,"""Maria_98_08""",null,01:31:53,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1495,8,"""Kingwood, TX","""DaleyReview""",null,01:31:53,null,"['TheLeftovers', 'just', 'out', 'for', 'a', 'naked', 'run', 'with', 'the', 'girls', 'I', 'won', 't', 'have', 'my', 'phone', 'with', 'me']"
1496,4,nul,"""Maryham0194""",null,01:31:54,"""Central Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1497,19,"""Miracle, Texas","""LeftoversDaily""",null,01:31:57,null,"['I', 'm', 'stealing', 'that', 'joke', 'Evie', 'Nice', 'one', 'TheLeftovers']"
1498,4,"""Planeta Pandicornio ❤","""JhoanethG""",null,01:31:59,"""Caracas""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1499,11,"""Deep within the rabbit hole..","""Lucid_Dragon""",null,01:32:00,"""Central Time (US & Canada)""","['They', 'called', 'there', 'town', 'Miracle', 'TheLeftOvers', 'SMH', 'Religous', 'craziess']"
1500,3,"""the end of the rainbow... duh ","""adzmedeiros""",null,01:32:03,null,"['Wow', 'tell', 'me', 'these', 'guys', 'start', 'fires', 'TheLeftovers']"
1501,1,nul,"""Kenzie_Eileen""",null,01:32:04,"""Quito""","['My', 'mom', 'is', 'this', 'the', 'show', 'we', 'were', 'just', 'watching', 'TheLeftovers']"
1502,65,"""TENNESSEE","""_Thundercleese""",null,01:32:04,"""Central Time (US & Canada)""","['Is', 'that', 'girl', 'old', 'enough', 'to', 'be', 'showing', 'us', 'her', 'tits', 'TheLeftovers', 'I', 'hope', 'so', 'cause', 'I', 'think', 'she', 's', 'hot']"
1503,4,"""College grad, give me a job.","""tigercraze22""",null,01:32:05,"""America/New_York""","['Why', 'are', 'they', 'running', 'naked', 'Miracle', 'is', 'a', 'messed', 'up', 'town', 'TheLeftovers']"
1504,1,"""Bogotá, Colombia","""Yaira_PDC""",null,01:32:05,"""Eastern Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1505,13,"""Sandy Springs, GA","""blgibbs6""",null,01:32:06,"""Eastern Time (US & Canada)""","['RT', 'WatchThisTonite', 'Love', 'the', 'people', 'who', 'watch', 'TheLeftoversHBO', 'expecting', 'to', 'understand', 'it', 'in', 'the', 'first', '20', 'minutes', 'TheLeftovers', 'http', 't', '\xe2']"
1506,3,"""New York ","""dfbridgeburner""",null,01:32:08,null,"['Dropping', 'us', 'right', 'into', 'a', 'new', 'place', 'with', 'new', 'characters', 'Almost', 'feels', 'like', 'an', 'alien', 'culture', 'TheLeftovers', 'really', 'is', 'science', 'fiction', 'at', 'heart']"
1507,9,"""Wisconsin","""BadgrGrl21""",null,01:32:11,null,"['RT', 'WaterCoolerCon_', 'That', 'eerie', 'overhang', 'that', 'was', 'a', 'hallmark', 'of', 'this', 'show', 'hasn', 't', 'gone', 'anywhere', 'TheLeftovers']"
1508,13,"""Los Angeles ","""Jazz_minBrown""",null,01:32:16,"""Pacific Time (US & Canada)""","['RT', 'mynamehavchrist', 'Okay', 'How', 'do', 'you', 'go', 'from', 'singing', 'about', 'God', 'to', 'running', 'naked', 'in', 'the', 'woods', 'TheLeftovers']"
1509,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:32:16,"""Pacific Time (US & Canada)""","['So', 'they', 're', 'not', 'going', 'to', 'give', 'ANY', 'insight', 'on', 'them', 'running', 'bucket', 'ass', 'naked', 'through', 'the', 'forest', 'TheLeftovers']"
1510,1,nul,"""TVSpew""",null,01:32:17,null,"['Knock', 'knock', 'nWho', 's', 'there', 'nBroken', 'pencil', 'nBroken', 'pencil', 'who', 'nNever', 'mind', 'It', 's', 'pointless', 'n', 'TheLeftovers']"
1511,4,"""Prince George's County, DMV","""MoniqueYvette""","""TomQuestion""",01:32:19,"""Pacific Time (US & Canada)""","['TomQuestion', 'that', 's', 'why', 'Judy', 'just', 'disappeared', 'TheLeftovers']"
1512,8,"""Washington,DC ✈ NYC ✈️ Chicago","""jennac2012""",null,01:32:20,null,"['Why', 'is', 'it', 'always', 'naked', 'women', 'running', 'in', 'the', 'woods', 'TheLeftovers']"
1513,15,"""It's A Wild World,California ","""LisaRSP""",null,01:32:21,"""Pacific Time (US & Canada)""","['RT', 'WatchThisTonite', 'Love', 'the', 'people', 'who', 'watch', 'TheLeftoversHBO', 'expecting', 'to', 'understand', 'it', 'in', 'the', 'first', '20', 'minutes', 'TheLeftovers', 'http', 't', '\xe2']"
1514,130,"""Baltimore, MD","""BrandonAmbro""",null,01:32:24,"""Eastern Time (US & Canada)""","['Never', 'mind', 'it', 's', 'pointless', 'The', 'first', 'rule', 'of', 'watching', 'a', 'show', 'like', 'TheLeftovers', 'is', 'to', 'listen', 'for', 'the', 'author', 's', 'voice']"
1515,5,"""Monterrey, Nuevo León","""mgrxpdc""",null,01:32:26,"""Monterrey""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1516,3,nul,"""dawnofthedad1""",null,01:32:27,null,"['TheLeftovers', 'good', 'news', 'mom', 'and', 'dad', 'I', 'got', 'a', 'part', 'on', 't', 'v', 'bad', 'news', 'mom', 'and', 'dad', 'I', 'will', 'be', 'running', 'through', 'the', 'woods', 'naked']"
1517,0,"""Erie, KS","""JDKennedy14""",null,01:32:27,"""Central Time (US & Canada)""","['RT', 'BrandonAmbro', 'Be', 'honest', 'how', 'many', 'of', 'you', 'have', 'already', 'checked', 'your', 'TV', 'to', 'make', 'sure', 'you', 're', 'on', 'the', 'right', 'channel', 'KEEP', 'WATCHING', 'TheLeft\xe2']"
1518,8,"""ATL","""karemmedinaa""",null,01:32:28,"""Pacific Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1519,12,"""ioooooowa","""leirariel450""",null,01:32:29,"""Central Time (US & Canada)""","['i', 'feel', 'like', 'TheLeftovers', 'viewers', 'are', 'split', 'between', 'those', 'who', 'understand', 'the', 'show', 'on', 'a', 'deer', 'level', 'and', 'me', 'the', 'idiot']"
1520,1127,"""Hoboken","""davelozo""",null,01:32:30,"""Eastern Time (US & Canada)""","['Paint', 'classes', 'nude', 'cross', 'country', 'running', 'I', 'feel', 'like', 'I', 'm', 'in', 'high', 'school', 'again', 'TheLeftovers']"
1521,7,"""nyc/jc","""FeignEnthusiasm""",null,01:32:37,"""Eastern Time (US & Canada)""","['TheLeftovers', 'makes', 'me', 'really', 'miss', 'Ballers']"
1522,4,"""College grad, give me a job.","""tigercraze22""",null,01:32:37,"""America/New_York""","['RT', 'WaterCoolerCon_', 'That', 'eerie', 'overhang', 'that', 'was', 'a', 'hallmark', 'of', 'this', 'show', 'hasn', 't', 'gone', 'anywhere', 'TheLeftovers']"
1523,31,"""Birmingham, AL","""JayTeeDee""",null,01:32:37,"""Eastern Time (US & Canada)""","['Props', 'to', 'TheLeftoversHBO', 'for', 'leading', 'the', 'new', 'season', 'off', 'with', 'people', 'of', 'color', 'This', 'is', 'excellent', 'TheLeftovers', 'PFLeftovers', 'DemLeftovers']"
1524,32,"""T Dot","""GenieSea""",null,01:32:39,"""Eastern Time (US & Canada)""","['TheLeftovers', '\xf0']"
1525,1,"""Niall Horan","""Jaqueli72437559""",null,01:32:41,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1526,65,"""TENNESSEE","""_Thundercleese""",null,01:32:44,"""Central Time (US & Canada)""","['RT', 'mynamehavchrist', 'Okay', 'How', 'do', 'you', 'go', 'from', 'singing', 'about', 'God', 'to', 'running', 'naked', 'in', 'the', 'woods', 'TheLeftovers']"
1527,5,"""Brampton, ON","""IshLoVeSTV""",null,01:32:46,"""Eastern Time (US & Canada)""","['I', 'don', 't', 'think', 'I', 'like', 'this', 'John', 'guy', 'very', 'much', 'Like', 'Fuck', 'is', 'your', 'problem', 'homie', 'TheLeftovers']"
1528,3,nul,"""JustinCapera""",null,01:32:47,null,"['RT', 'IshLoVeSTV', 'I', 'really', 'wish', 'I', 'could', 'see', 'Nora', 'to', 'make', 'me', 'feel', 'comfortable', 'again', 'TheLeftovers']"
1529,4,"""College grad, give me a job.","""tigercraze22""",null,01:32:47,"""America/New_York""","['RT', 'LeftoversDaily', 'And', 'now', 'everyone', 'is', 'running', 'naked', 'Am', 'I', 'surprised', 'No', 'Am', 'I', 'surprised', 'by', 'anything', 'on', 'this', 'show', 'Definitely', 'no', 'TheLeft\xe2']"
1530,0,nul,"""Anewman5""",null,01:32:49,null,"['Ok', 'it', 's', 'getting', 'a', 'little', 'better', 'TheLeftovers']"
1531,10,"""México","""Fallen_ID""",null,01:32:53,"""Mexico City""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1532,3,"""Toronto, Ontario ","""andre_herrera97""",null,01:32:55,"""Eastern Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
1533,6,nul,"""ChantalLisette""",null,01:32:56,"""Atlantic Time (Canada)""","['Not', 'at', 'all', 'Just', 'enjoying', 'the', 'ride', 'TheLeftovers', 'https', 't', 'co', 'e573xnMRdi']"
1534,5,nul,"""IsntSheGreat""",null,01:32:56,"""Atlantic Time (Canada)""","['TheLeftovers', 'jazz_minBrown', 'is', 'an', 'amazing', 'singer', 'amp', 'the', 'Miracle', 'Anthem', 'was', 'butchered', 'for', 'weeks', 'in', 'the', 'writers', 'room', 'after', 'watching', 'dailies']"
1535,13,"""Los Angeles ","""Jazz_minBrown""",null,01:32:56,"""Pacific Time (US & Canada)""","['RT', 'Still_Birdy', 'Wait', 'wtf', 'why', 'is', 'Evy', 'naked', 'TheLeftovers', 'DemLeftovers']"
1536,12,"""ioooooowa","""leirariel450""",null,01:32:57,"""Central Time (US & Canada)""","['RT', 'Lucid_Dragon', 'They', 'called', 'there', 'town', 'Miracle', 'TheLeftOvers', 'SMH', 'Religous', 'craziess']"
1537,30,nul,"""arrturscurry""",null,01:32:57,"""Brasilia""","['RT', 'j_m_wood', 'I', 'wonder', 'if', 'Justin', 'Theroux', 's', 'sweatpants', 'got', 'invited', 'back', 'for', 'season', '2', 'TheLeftovers']"
1538,4,"""College grad, give me a job.","""tigercraze22""",null,01:32:58,"""America/New_York""","['RT', 'Still_Birdy', 'I', 'm', 'not', 'trying', 'to', 'see', 'underage', 'titties', 'TheLeftovers', 'DemLeftovers']"
1539,4,"""College grad, give me a job.","""tigercraze22""",null,01:33:01,"""America/New_York""","['RT', 'Greenie_TV', 'God', 'spared', 'our', 'town', 'nDamn', 'no', 'need', 'to', 'be', 'so', 'smug', 'about', 'it', 'Miracle', 'n', 'TheLeftovers']"
1540,11,nul,"""AnitaM86""",null,01:33:02,"""Central Time (US & Canada)""","['When', 'I', 'm', 'a', 'tourist', 'if', 'I', 'get', 'free', 'stuff', 'I', 'take', 'it', 'These', 'dudes', 'are', 'so', 'weird', 'TheLeftovers']"
1541,0,"""Everywhere I Want.Many fandoms","""dwjohnson80""",null,01:33:03,null,"['Fahrenheit', '451', 'TheLeftovers']"
1542,13,"""Baytown, Texas","""twotees68""","""kenseysmom""",01:33:04,"""Central Time (US & Canada)""","['kenseysmom', 'Yes', 'It', 's', 'DariusMccrary', 'fromFamily', 'Matters', 'all', 'grown', 'up', 'Awesome', '\xf0', 'TheLeftovers', 'TheLeftoversHBO']"
1543,1,"""Colombia","""MARIA10500""",null,01:33:05,"""Pacific Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1544,30,"""Nyack, NY","""shannonmhouston""",null,01:33:06,"""Eastern Time (US & Canada)""","['I', 'm', 'all', 'about', 'TheMurphys', 'and', 'their', 'knock', 'knock', 'jokes', 'This', 'show', 'is', 'so', 'weird', 'TheLeftovers']"
1545,13,"""Los Angeles ","""Jazz_minBrown""",null,01:33:08,"""Pacific Time (US & Canada)""","['RT', 'indoob', 'On', 'a', 'positive', 'note', 'I', 'm', 'loving', 'all', 'the', 'diversity', 'and', 'PoC', 'I', 'm', 'seeing', 'on', 'TV', 'in', 'general', 'this', 'season', 'TheLeftovers']"
1546,87,"""Beyond the Wall","""melgotserved""",null,01:33:15,"""Eastern Time (US & Canada)""","['Eddie', 'Winslow', 'on', 'TheLeftovers', 'alert', 'FamilyMatters']"
1547,53,"""Jackson, MS & Detroit, MI","""Soulrific""",null,01:33:16,"""Central Time (US & Canada)""","['Yep', 'something', 'bad', 'is', 'gonna', 'happen', 'to', 'John', 'He', 's', 'a', 'nonbeliever', 'TheLeftovers']"
1548,31,"""Toronto","""ClaireMcCorqs""",null,01:33:16,"""Quito""","['Why', 'are', 'the', 'firefighters', 'so', 'shady', 'ThoughtsDuringTheLeftovers', 'TheLeftovers']"
1549,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:33:17,"""Pacific Time (US & Canada)""","['Ain', 't', 'no', 'fire', 'in', 'that', 'house', 'TheLeftovers']"
1550,4,"""College grad, give me a job.","""tigercraze22""",null,01:33:19,"""America/New_York""","['RT', 'Aqua174', 'Wait', 'are', 'these', 'girls', 'supposed', 'to', 'be', 'in', 'high', 'school', 'If', 'so', 'I\xe2', 'm', 'very', 'uncomfortable', 'right', 'now', 'TheLeftovers']"
1551,19,"""NC | LA ","""DontEndorseThis""",null,01:33:22,"""Eastern Time (US & Canada)""","['Clearly', 'Miracle', 'is', 'O', 'F', 'F', 'as', 'expected', 'You', 'see', 'how', 'fast', 'those', 'girls', 'were', 'running', 'TheLeftovers']"
1552,2,"""Chicago, IL","""HeatherTrak""",null,01:33:23,"""Central Time (US & Canada)""","['I', 'think', 'for', 'once', 'I', 'know', 'whats', 'going', 'on', 'TheLeftovers']"
1553,13,"""Los Angeles ","""Jazz_minBrown""",null,01:33:25,"""Pacific Time (US & Canada)""","['RT', 'JustinCapera', 'Damn', 'this', 'girl', 'can', 'sing', 'TheLeftovers']"
1554,0,"""Bethlehem||Myrtle Beach","""NutxMeg""",null,01:33:29,"""Atlantic Time (Canada)""","['What', 'am', 'I', 'watching', 'Anyone', 'Anyone', 'TheLeftovers']"
1555,106,"""Toronto","""nerdygirly""",null,01:33:31,"""Quito""","['I', 'd', 'like', 'a', 'miracle', 'in', 'the', 'form', 'of', 'Justin', 'jogging', 'in', 'his', 'track', 'pants', 'right', 'about', 'now', 'TheLeftovers']"
1556,13,"""Monterrey.","""SoyLauraMorales""",null,01:33:32,"""Eastern Time (US & Canada)""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1557,13,"""Los Angeles ","""Jazz_minBrown""",null,01:33:34,"""Pacific Time (US & Canada)""","['RT', 'vogueandcoffee', 'Totally', 'confused', 'and', 'I', 'can', 't', 'stop', 'watching', 'So', 'nothing', 's', 'changed', 'TheLeftoversHBO', 'TheLeftovers', 'BeginAgain']"
1558,27,"""NYC","""thousandfabrics""",null,01:33:34,"""Eastern Time (US & Canada)""","['RT', 'ChadDarnell', 'If', 'The', 'Baby', 'Jesus', 'doesn', 't', 'take', 'ANYONE', 'from', 'your', 'town', 'maybe', 'it', 's', 'not', 'a', 'great', 'place', 'to', 'move', 'to', 'TheLeftovers']"
1559,12,"""ioooooowa","""leirariel450""",null,01:33:35,"""Central Time (US & Canada)""","['reverse', 'firefighters', 'TheLeftovers']"
1560,10,"""The Internets","""GeekGirlSoup""",null,01:33:40,"""Central Time (US & Canada)""","['Dude', 'It', 's', 'that', 'kind', 'of', 'fire', 'department', 'TheLeftovers', 's']"
1561,8,"""New Jersey","""LargeLocale""",null,01:33:48,"""Eastern Time (US & Canada)""","['Cosby\xe2', 's', 'son', 'got', 'a', 'job', 'interpreting', 'finger', 'paintings', 'on', 'TheLeftovers']"
1562,23,"""California","""riikabob""",null,01:33:49,"""Pacific Time (US & Canada)""","['This', 'seems', 'counterproductive', 'TheLeftovers']"
1563,74,"""West Palm Beach, Florida","""kenseysmom""",null,01:33:54,"""Eastern Time (US & Canada)""","['RT', 'twotees68', 'kenseysmom', 'Yes', 'It', 's', 'DariusMccrary', 'fromFamily', 'Matters', 'all', 'grown', 'up', 'Awesome', '\xf0', 'TheLeftovers', 'TheLeftoversHBO']"
1564,3,"""Boston","""EttaMay09""",null,01:33:54,null,"['So', 'they', 'gonna', 'burn', 'down', 'Eddie', 'Winslows', 'finger', 'paint', 'shop', 'And', 'make', 'it', 'a', '5', 'alarm', 'fire', 'Got', 'it', 'TheLeftovers']"
1565,2,nul,"""11Laguna11""",null,01:33:54,"""Eastern Time (US & Canada)""","['RT', 'Greenie_TV', 'God', 'spared', 'our', 'town', 'nDamn', 'no', 'need', 'to', 'be', 'so', 'smug', 'about', 'it', 'Miracle', 'n', 'TheLeftovers']"
1566,2,"""Pittsburgh","""RealSteeleCity""",null,01:33:56,"""Eastern Time (US & Canada)""","['BQuietScarfGirl', 'is', 'that', 'a', 'metaphor', 'n', 'nMe', 'I', 'literally', 'ask', 'myself', 'that', 'every', 'two', 'minutes', 'in', 'this', 'show', 'n', 'n', 'TheLeftovers']"
1567,53,"""Jackson, MS & Detroit, MI","""Soulrific""",null,01:33:56,"""Central Time (US & Canada)""","['John', 'just', 'sealed', 'his', 'own', 'fate', 'TheLeftovers']"
1568,0,nul,"""Guz23Leti""",null,01:33:58,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1569,12,"""Denver, Colorado","""BroadcastJesse""",null,01:34:00,"""Mountain Time (US & Canada)""","['theleftovers', 'That', 's', 'what', 'you', 'do', 'You', 'run', 'through', 'the', 'woods', 'naked', 'for', 'Jesus', 'apparently']"
1570,5,"""Wisconsin","""Enduerrment""",null,01:34:03,null,"['I', 'm', 'digging', 'TheLeftovers', 'new', 'music', 'opening']"
1571,3,"""Montreal","""alexandra_cola""",null,01:34:03,"""Quito""","['WHERE', 'IS', 'EVERYBODY', 'FROM', 'LAST', 'SEASON', 'TheLeftovers']"
1572,1,"""Chile ","""1743K""",null,01:34:05,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1573,12,"""NorCal","""Cinderellie247""","""TheLeftoversHBO""",01:34:06,"""Pacific Time (US & Canada)""","['TheLeftoversHBO', 'Ooooo', 'firefighters', 'Yaaasss', '\xf0', '\xf0', 'HelloBoys', 'Oh', 'wait', 'they', 're', 'not', 'good', 'guys', '\xf0', 'TheLeftovers']"
1574,2,nul,"""Carito_1821""",null,01:34:07,"""Bogota""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1575,6,"""North Carolina","""bksquared""",null,01:34:07,"""Eastern Time (US & Canada)""","['I', 'm', 'really', 'liking', 'this', 'season', 'so', 'far', 'TheLeftovers']"
1576,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:34:10,"""Pacific Time (US & Canada)""","['The', 'firefighters', 'burn', 'your', 'house', 'down', 'Aw', 'hell', 'This', 'town', 'is', 'all', 'the', 'way', 'backwards', 'TheLeftovers']"
1577,47,"""Hillsborough, NC","""followjenjones""",null,01:34:13,"""Eastern Time (US & Canada)""","['I', 'find', 'drinking', 'moonshine', 'while', 'watching', 'TheLeftovers', 'like', '\xe2', 'no', 'bra', 'with', 'that', 'blouse', '\xe2', 'via', 'SEANCARTER_']"
1578,12,"""ioooooowa","""leirariel450""",null,01:34:13,"""Central Time (US & Canada)""","['CALL', 'THE', 'FIRE', 'DEPARTMENT', 'ohwait', 'TheLeftovers']"
1579,15,nul,"""johnnyb0731""",null,01:34:23,"""Central Time (US & Canada)""","['This', 'is', 'an', 'ultra', 'strange', 'season', 'opener', 'theleftovers']"
1580,19,"""Miracle, Texas","""LeftoversDaily""",null,01:34:24,null,"['Woah', 'I', 'm', 'getting', 'a', 'Fahrenheit', '451', 'vibe', 'Instead', 'of', 'putting', 'out', 'fires', 'they', 'start', 'them', 'in', 'Miracle', 'TheLeftovers']"
1581,3,"""Boston","""EttaMay09""",null,01:34:25,null,"['Eddie', 'sir', 'getcho', 'behind', 'up', 'and', 'vacate', 'TheLeftovers']"
1582,0,nul,"""L_julien11""",null,01:34:26,null,"['RT', 'nerdygirly', 'I', 'd', 'like', 'a', 'miracle', 'in', 'the', 'form', 'of', 'Justin', 'jogging', 'in', 'his', 'track', 'pants', 'right', 'about', 'now', 'TheLeftovers']"
1583,5,"""Somewhere in the Lower 48","""Anocksoonamoon""",null,01:34:27,null,"['Firemen', 'who', 'start', 'fires', 'definitely', 'TheLeftovers']"
1584,8,"""Minneapolis","""OfSoundnVision""",null,01:34:27,"""Central Time (US & Canada)""","['Pretty', 'excited', 'for', 'the', 'return', 'of', 'TheLeftovers', 'tonight', 'I', 'll', 'be', 'reviewing', 'it', 'for', 'MyTrackingBoard', 'again', 'this', 'season']"
1585,30,"""Nyack, NY","""shannonmhouston""",null,01:34:28,"""Eastern Time (US & Canada)""","['Damn', 'homie', 'TheLeftovers']"
1586,4,"""Prince George's County, DMV","""MoniqueYvette""",null,01:34:28,"""Pacific Time (US & Canada)""","['RT', 'BrandonAmbro', 'Never', 'mind', 'it', 's', 'pointless', 'The', 'first', 'rule', 'of', 'watching', 'a', 'show', 'like', 'TheLeftovers', 'is', 'to', 'listen', 'for', 'the', 'author', 's', 'voice']"
1587,4,"""Miami, Fl.","""HunseckerProxy""",null,01:34:29,"""Eastern Time (US & Canada)""","['LAWD', 'TheLeftovers']"
1588,3,nul,"""sheergraft""",null,01:34:32,"""Central Time (US & Canada)""","['Always', 'with', 'the', 'fires', 'TheLeftovers']"
1589,53,"""Texas","""SwampOfBoredom""",null,01:34:34,"""Central Time (US & Canada)""","['Well', 'we', 'have', 'our', 'season', '2', 'villain', 'in', 'the', 'first', '30', 'minutes', 'TheLeftovers']"
1590,5,"""Guadalajara, Jalisco","""esmeraldagh49""",null,01:34:37,null,"['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1591,1,""" #T3AMWEY$ #R3PI0L4$ ","""selenator1one""",null,01:34:38,"""Mexico City""","['RT', 'imarioruiz', 'Basada', 'en', 'una', 'novela', 'donde', 'el', 'mismo', 'autor', 'colabor\xc3\xb3', 'con', 'un', 'capitulo', 'TheLeftovers', 'http', 't', 'co', 'chlTP2TfrX', '2a', 'temp', 'este', 'domin\xe2']"
1592,12,"""ioooooowa","""leirariel450""",null,01:34:40,"""Central Time (US & Canada)""","['i', 'feel', 'like', 'TheLeftovers', 'viewers', 'are', 'split', 'between', 'those', 'who', 'understand', 'the', 'show', 'on', 'a', 'deeper', 'level', 'and', 'me', 'the', 'idiot']"
1593,24,nul,"""JasamPaisley88""",null,01:34:44,"""Eastern Time (US & Canada)""","['Damn', 'ish', 'just', 'got', 'real', 'theleftovers']"
1594,12,"""DFW Area, Texas","""medpepper""",null,01:34:46,"""Central Time (US & Canada)""","['TheLeftovers', 'Ok', 'John', 'is', 'evil', 'for', 'sure']"
1595,23,"""California","""riikabob""",null,01:34:47,"""Pacific Time (US & Canada)""","['Why', 'they', 'gotta', 'do', 'Eddie', 'like', 'that', 'TheLeftovers']"
1596,8,"""Kingwood, TX","""DaleyReview""",null,01:34:49,null,"['TheLeftovers', 'firemen', 'in', 'the', 'Fahrenheit', '451', 'sense']"
1597,5,"""Brampton, ON","""IshLoVeSTV""",null,01:34:50,"""Eastern Time (US & Canada)""","['Sweetheart', 'your', 'husband', 'is', 'a', 'piece', 'of', 'shit', 'TheLeftovers']"
1598,0,"""on my couch ","""PaulxAde""",null,01:34:51,"""Eastern Time (US & Canada)""","['I', 'hate', 'this', 'show', 'but', 'I', 'can', 't', 'look', 'away', 'TheLeftovers', 'can', 'I', 'get', 'some', 'answers', 'this', 'season', 'Please']"
1599,11,"""NYC","""annadelhey""",null,01:34:51,"""Eastern Time (US & Canada)""","['I', 'think', 'TheLeftoversHBO', 'is', 'one', 'of', 'the', 'best', 'shows', 'on', 'TV', 'in', 'years', 'TheLeftovers']"
1600,30,"""Nyack, NY","""shannonmhouston""",null,01:34:53,"""Eastern Time (US & Canada)""","['RT', 'indoob', 'On', 'a', 'positive', 'note', 'I', 'm', 'loving', 'all', 'the', 'diversity', 'and', 'PoC', 'I', 'm', 'seeing', 'on', 'TV', 'in', 'general', 'this', 'season', 'TheLeftovers']"
1601,54,"""Somewhere shuffling the deck ","""Still_Birdy""",null,01:34:54,"""Eastern Time (US & Canada)""","['Looks', 'like', 'John', 'is', 'going', 'to', 'be', 'my', 'Patty', 'this', 'season', 'TheLeftovers', 'DemLeftovers']"
